# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P29846	uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Pan RY. et al.(2010)	intact:EBI-7640932|mint:d-09-01943|doi:10.1016/j.febslet.2009.11.090|mint:MINT-7306462|mint:MINT-7306460|pubmed:19958771|imex:IM-15565	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7640950|mint:MINT-7306465|imex:IM-15565-1	intact-miscore:0.4
uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:Q15758	intact:EBI-9028527|uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:D0EYG6|uniprotkb:B4DR77|uniprotkb:B7ZB81|uniprotkb:E9PC01|uniprotkb:O95720|uniprotkb:Q96RL9|uniprotkb:Q9BWQ3|uniprotkb:Q9UNP2|uniprotkb:A8K9H5|uniprotkb:B4DWS4|ensembl:ENSP00000444408.1|intact:EBI-356576|uniprotkb:Q15758	psi-mi:q9wmx2-pro_0000037547(display_short)|psi-mi:Protease NS2(display_long)	psi-mi:aaat_human(display_short)|psi-mi:"Neutral amino acid transporter B(0)"(display_long)|uniprotkb:SLC1A5(gene name)|uniprotkb:Solute carrier family 1 member 5(gene name synonym)|uniprotkb:Baboon M7 virus receptor(gene name synonym)|uniprotkb:RD114/simian type D retrovirus receptor(gene name synonym)|uniprotkb:Sodium-dependent neutral amino acid transporter type 2(gene name synonym)|uniprotkb:RDRC(gene name synonym)|uniprotkb:RDR(gene name synonym)|uniprotkb:M7V1(gene name synonym)|uniprotkb:ASCT2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513238|imex:IM-26663-1	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:P27824	intact:EBI-9028527|uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:D3DWQ3|uniprotkb:B2R5V8|intact:EBI-9513217|uniprotkb:B4DGP8|uniprotkb:B4E2T8|uniprotkb:D6R9K3|ensembl:ENSP00000247461.4|ensembl:ENSP00000391646.2|ensembl:ENSP00000421434.2|ensembl:ENSP00000421813.2|ensembl:ENSP00000424063.1|ensembl:ENSP00000424745.2|ensembl:ENSP00000491760.1|ensembl:ENSP00000492372.1|ensembl:ENSP00000492868.1|ensembl:ENSP00000505013.1|ensembl:ENSP00000505202.1|ensembl:ENSP00000505526.1|ensembl:ENSP00000505960.1|ensembl:ENSP00000506003.1|ensembl:ENSP00000506021.1|ensembl:ENSP00000506061.1|ensembl:ENSP00000506078.1|ensembl:ENSP00000506509.1|ensembl:ENSP00000506568.1|ensembl:ENSP00000506583.1|intact:EBI-355947|uniprotkb:P27824	psi-mi:q9wmx2-pro_0000037547(display_short)|psi-mi:Protease NS2(display_long)	psi-mi:calx_human(display_short)|psi-mi:Calnexin(display_long)|uniprotkb:CANX(gene name)|uniprotkb:IP90(gene name synonym)|uniprotkb:p90(gene name synonym)|uniprotkb:Major histocompatibility complex class I antigen-binding protein p88(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513238|imex:IM-26663-1	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O00571	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O15536|uniprotkb:A8K538|uniprotkb:B4E3E8|ensembl:ENSP00000478443.1|ensembl:ENSP00000486516.1|ensembl:ENSP00000486720.1|ensembl:ENSP00000487224.1|ensembl:ENSP00000494040.1|intact:EBI-353779|uniprotkb:O00571	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:ddx3x_human(display_short)|psi-mi:ATP-dependent RNA helicase DDX3X(display_long)|uniprotkb:DDX3X(gene name)|uniprotkb:CAP-Rf(gene name synonym)|uniprotkb:DEAD box, X isoform(gene name synonym)|uniprotkb:Helicase-like protein 2(gene name synonym)|uniprotkb:DEAD box protein 3, X-chromosomal(gene name synonym)|uniprotkb:DDX3(gene name synonym)|uniprotkb:DBX(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513970|imex:IM-26663-45	intact-miscore:0.63
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O00571	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O15536|uniprotkb:A8K538|uniprotkb:B4E3E8|ensembl:ENSP00000478443.1|ensembl:ENSP00000486516.1|ensembl:ENSP00000486720.1|ensembl:ENSP00000487224.1|ensembl:ENSP00000494040.1|intact:EBI-353779|uniprotkb:O00571	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:ddx3x_human(display_short)|psi-mi:ATP-dependent RNA helicase DDX3X(display_long)|uniprotkb:DDX3X(gene name)|uniprotkb:CAP-Rf(gene name synonym)|uniprotkb:DEAD box, X isoform(gene name synonym)|uniprotkb:Helicase-like protein 2(gene name synonym)|uniprotkb:DEAD box protein 3, X-chromosomal(gene name synonym)|uniprotkb:DDX3(gene name synonym)|uniprotkb:DBX(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11514016|imex:IM-26663-47	intact-miscore:0.63
uniprotkb:P27824	uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:D3DWQ3|uniprotkb:B2R5V8|intact:EBI-9513217|uniprotkb:B4DGP8|uniprotkb:B4E2T8|uniprotkb:D6R9K3|ensembl:ENSP00000247461.4|ensembl:ENSP00000391646.2|ensembl:ENSP00000421434.2|ensembl:ENSP00000421813.2|ensembl:ENSP00000424063.1|ensembl:ENSP00000424745.2|ensembl:ENSP00000491760.1|ensembl:ENSP00000492372.1|ensembl:ENSP00000492868.1|ensembl:ENSP00000505013.1|ensembl:ENSP00000505202.1|ensembl:ENSP00000505526.1|ensembl:ENSP00000505960.1|ensembl:ENSP00000506003.1|ensembl:ENSP00000506021.1|ensembl:ENSP00000506061.1|ensembl:ENSP00000506078.1|ensembl:ENSP00000506509.1|ensembl:ENSP00000506568.1|ensembl:ENSP00000506583.1|intact:EBI-355947|uniprotkb:P27824	intact:EBI-6863741|uniprotkb:Q9WMX2-PRO_0000037548	psi-mi:calx_human(display_short)|psi-mi:Calnexin(display_long)|uniprotkb:CANX(gene name)|uniprotkb:IP90(gene name synonym)|uniprotkb:p90(gene name synonym)|uniprotkb:Major histocompatibility complex class I antigen-binding protein p88(gene name synonym)|HPIDb:Calnexin(author assigned name)	psi-mi:q9wmx2-pro_0000037548(display_short)|psi-mi:Serine protease/helicase NS3(display_long)|HPIDb:NS3(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6880168|imex:IM-26090-17	intact-miscore:0.27
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:P27824	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:D3DWQ3|uniprotkb:B2R5V8|intact:EBI-9513217|uniprotkb:B4DGP8|uniprotkb:B4E2T8|uniprotkb:D6R9K3|ensembl:ENSP00000247461.4|ensembl:ENSP00000391646.2|ensembl:ENSP00000421434.2|ensembl:ENSP00000421813.2|ensembl:ENSP00000424063.1|ensembl:ENSP00000424745.2|ensembl:ENSP00000491760.1|ensembl:ENSP00000492372.1|ensembl:ENSP00000492868.1|ensembl:ENSP00000505013.1|ensembl:ENSP00000505202.1|ensembl:ENSP00000505526.1|ensembl:ENSP00000505960.1|ensembl:ENSP00000506003.1|ensembl:ENSP00000506021.1|ensembl:ENSP00000506061.1|ensembl:ENSP00000506078.1|ensembl:ENSP00000506509.1|ensembl:ENSP00000506568.1|ensembl:ENSP00000506583.1|intact:EBI-355947|uniprotkb:P27824	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)|HPIDb:NS5a(author assigned name)	psi-mi:calx_human(display_short)|psi-mi:Calnexin(display_long)|uniprotkb:CANX(gene name)|uniprotkb:IP90(gene name synonym)|uniprotkb:p90(gene name synonym)|uniprotkb:Major histocompatibility complex class I antigen-binding protein p88(gene name synonym)|HPIDb:Calnexin(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6880176|imex:IM-26090-19	intact-miscore:0.27
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:P27824	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:D3DWQ3|uniprotkb:B2R5V8|intact:EBI-9513217|uniprotkb:B4DGP8|uniprotkb:B4E2T8|uniprotkb:D6R9K3|ensembl:ENSP00000247461.4|ensembl:ENSP00000391646.2|ensembl:ENSP00000421434.2|ensembl:ENSP00000421813.2|ensembl:ENSP00000424063.1|ensembl:ENSP00000424745.2|ensembl:ENSP00000491760.1|ensembl:ENSP00000492372.1|ensembl:ENSP00000492868.1|ensembl:ENSP00000505013.1|ensembl:ENSP00000505202.1|ensembl:ENSP00000505526.1|ensembl:ENSP00000505960.1|ensembl:ENSP00000506003.1|ensembl:ENSP00000506021.1|ensembl:ENSP00000506061.1|ensembl:ENSP00000506078.1|ensembl:ENSP00000506509.1|ensembl:ENSP00000506568.1|ensembl:ENSP00000506583.1|intact:EBI-355947|uniprotkb:P27824	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)|HPIDb:NS4B(author assigned name)	psi-mi:calx_human(display_short)|psi-mi:Calnexin(display_long)|uniprotkb:CANX(gene name)|uniprotkb:IP90(gene name synonym)|uniprotkb:p90(gene name synonym)|uniprotkb:Major histocompatibility complex class I antigen-binding protein p88(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Stone M. et al.(2007)	intact:EBI-8853248|pubmed:17301141|imex:IM-25879	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9005424|imex:IM-25879-7	intact-miscore:0.35
uniprotkb:Q03463-PRO_0000278730	uniprotkb:P19793	uniprotkb:Q03463-PRO_0000278730|intact:EBI-9159704	uniprotkb:Q2V504|uniprotkb:Q2NL52|uniprotkb:B3KY83|ensembl:ENSP00000419692.1|intact:EBI-78598|uniprotkb:P19793	psi-mi:q03463-pro_0000278730(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:rxra_human(display_short)|psi-mi:Retinoic acid receptor RXR-alpha(display_long)|uniprotkb:RXRA(gene name)|uniprotkb:Nuclear receptor subfamily 2 group B member 1(gene name synonym)|uniprotkb:Retinoid X receptor alpha(gene name synonym)|uniprotkb:NR2B1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Tsutsumi T. et al.(2002)	intact:EBI-9210709|pubmed:11915042|imex:IM-26000	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9210772|imex:IM-26000-7	intact-miscore:0.52
uniprotkb:Q03463-PRO_0000278740	uniprotkb:P07237	intact:EBI-8803426|uniprotkb:Q03463-PRO_0000278740	uniprotkb:P30037|uniprotkb:P32079|uniprotkb:Q15205|uniprotkb:Q6LDE5|uniprotkb:B2RDQ2|ensembl:ENSP00000327801.4|intact:EBI-395883|uniprotkb:P07237	psi-mi:q03463-pro_0000278740(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:pdia1_human(display_short)|psi-mi:Protein disulfide-isomerase(display_long)|uniprotkb:P4HB(gene name)|uniprotkb:ERBA2L(gene name synonym)|uniprotkb:p55(gene name synonym)|uniprotkb:Cellular thyroid hormone-binding protein(gene name synonym)|uniprotkb:Prolyl 4-hydroxylase subunit beta(gene name synonym)|uniprotkb:PO4DB(gene name synonym)|uniprotkb:PDIA1(gene name synonym)|uniprotkb:PDI(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Yim S.A. et al.(2013)	intact:EBI-9246829|pubmed:23861867|imex:IM-25992	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9246854|imex:IM-25992-1	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q7Z6Z7	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O15029|uniprotkb:Q4G2Z2|uniprotkb:Q5H961|uniprotkb:Q6P4D0|uniprotkb:Q8NG67|uniprotkb:Q9BUI0|uniprotkb:Q9HCJ4|uniprotkb:Q9NSL6|uniprotkb:Q9P0A9|ensembl:ENSP00000262854.6|ensembl:ENSP00000340648.3|intact:EBI-21357590|intact:EBI-625934|uniprotkb:Q7Z6Z7	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:huwe1_human(display_short)|psi-mi:E3 ubiquitin-protein ligase HUWE1(display_long)|uniprotkb:HUWE1(gene name)|uniprotkb:UREB1(gene name synonym)|uniprotkb:HECT-type E3 ubiquitin transferase HUWE1(gene name synonym)|uniprotkb:HSPC272(orf name)|uniprotkb:KIAA1578(gene name synonym)|uniprotkb:KIAA0312(gene name synonym)|uniprotkb:Homologous to E6AP carboxyl terminus homologous protein 9(gene name synonym)|uniprotkb:Large structure of UREB1(gene name synonym)|uniprotkb:ARF-binding protein 1(gene name synonym)|uniprotkb:Mcl-1 ubiquitin ligase E3(gene name synonym)|uniprotkb:Upstream regulatory element-binding protein 1(gene name synonym)|uniprotkb:HECT, UBA and WWE domain-containing protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:P11021	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q2EF78|uniprotkb:Q9NPF1|uniprotkb:Q9UK02|uniprotkb:B0QZ61|ensembl:ENSP00000324173.6|intact:EBI-354921|uniprotkb:P11021	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:bip_human(display_short)|psi-mi:Endoplasmic reticulum chaperone BiP(display_long)|uniprotkb:HSPA5(gene name)|uniprotkb:Heat shock protein family A member 5(gene name synonym)|uniprotkb:Heat shock protein 70 family protein 5(gene name synonym)|uniprotkb:Binding-immunoglobulin protein(gene name synonym)|uniprotkb:78 kDa glucose-regulated protein(gene name synonym)|uniprotkb:Immunoglobulin heavy chain-binding protein(gene name synonym)|uniprotkb:GRP78(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q00610	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	intact:EBI-28974011|uniprotkb:Q6N0A0|uniprotkb:Q86TF2|uniprotkb:D3DU00|ensembl:ENSP00000269122.3|ensembl:ENSP00000515147.1|intact:EBI-354967|uniprotkb:Q00610	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:clh1_human(display_short)|psi-mi:Clathrin heavy chain 1(display_long)|uniprotkb:CLTC(gene name)|uniprotkb:CLTCL2(gene name synonym)|uniprotkb:KIAA0034(gene name synonym)|uniprotkb:CLH17(gene name synonym)|uniprotkb:Clathrin heavy chain on chromosome 17(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513489|imex:IM-26663-43	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:P05023	intact:EBI-9028527|uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:Q16689|uniprotkb:Q6LDM4|uniprotkb:Q9UJ20|uniprotkb:Q9UJ21|uniprotkb:B2RBR6|uniprotkb:Q9UCN1|uniprotkb:B7Z3U6|ensembl:ENSP00000295598.5|uniprotkb:B7Z2T5|uniprotkb:F5H3A1|intact:EBI-10963133|intact:EBI-358778|uniprotkb:P05023	psi-mi:q9wmx2-pro_0000037547(display_short)|psi-mi:Protease NS2(display_long)	psi-mi:at1a1_human(display_short)|psi-mi:Sodium/potassium-transporting ATPase subunit alpha-1(display_long)|uniprotkb:ATP1A1(gene name)|uniprotkb:Sodium pump subunit alpha-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513238|imex:IM-26663-1	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:P08238	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q5T9W7|uniprotkb:Q9NQW0|uniprotkb:Q9NTK6|uniprotkb:B2R5P0|intact:EBI-26518782|ensembl:ENSP00000325875.3|ensembl:ENSP00000360609.1|ensembl:ENSP00000360709.5|ensembl:ENSP00000481908.1|intact:EBI-352572|uniprotkb:P08238	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:hs90b_human(display_short)|psi-mi:Heat shock protein HSP 90-beta(display_long)|uniprotkb:HSP90AB1(gene name)|uniprotkb:Heat shock protein family C member 3(gene name synonym)|uniprotkb:HSPC3(gene name synonym)|uniprotkb:Heat shock 84 kDa(gene name synonym)|uniprotkb:HSPCB(gene name synonym)|uniprotkb:HSPC2(gene name synonym)|uniprotkb:HSP90B(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513489|imex:IM-26663-43	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:P08670	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q15867|uniprotkb:Q15868|uniprotkb:Q15869|uniprotkb:Q548L2|uniprotkb:Q6LER9|uniprotkb:Q8N850|uniprotkb:Q96ML2|uniprotkb:Q9NTM3|uniprotkb:B0YJC2|intact:EBI-3442369|uniprotkb:D3DRU4|ensembl:ENSP00000224237.5|ensembl:ENSP00000446007.1|intact:EBI-353844|uniprotkb:P08670	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:vime_human(display_short)|psi-mi:Vimentin(display_long)|uniprotkb:VIM(gene name)|HPIDb:vimentin(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6869066|imex:IM-26090-31	intact-miscore:0.27
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:P08670	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q15867|uniprotkb:Q15868|uniprotkb:Q15869|uniprotkb:Q548L2|uniprotkb:Q6LER9|uniprotkb:Q8N850|uniprotkb:Q96ML2|uniprotkb:Q9NTM3|uniprotkb:B0YJC2|intact:EBI-3442369|uniprotkb:D3DRU4|ensembl:ENSP00000224237.5|ensembl:ENSP00000446007.1|intact:EBI-353844|uniprotkb:P08670	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:vime_human(display_short)|psi-mi:Vimentin(display_long)|uniprotkb:VIM(gene name)|HPIDb:vimentin(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6869090|imex:IM-26090-15	intact-miscore:0.27
uniprotkb:P08670	uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q15867|uniprotkb:Q15868|uniprotkb:Q15869|uniprotkb:Q548L2|uniprotkb:Q6LER9|uniprotkb:Q8N850|uniprotkb:Q96ML2|uniprotkb:Q9NTM3|uniprotkb:B0YJC2|intact:EBI-3442369|uniprotkb:D3DRU4|ensembl:ENSP00000224237.5|ensembl:ENSP00000446007.1|intact:EBI-353844|uniprotkb:P08670	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	psi-mi:vime_human(display_short)|psi-mi:Vimentin(display_long)|uniprotkb:VIM(gene name)|HPIDb:vimentin(author assigned name)	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6859156|imex:IM-26090-7	intact-miscore:0.27
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:P21333	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q8NF52|intact:EBI-1103234|uniprotkb:Q5HY53|uniprotkb:Q5HY55|uniprotkb:E9KL45|ensembl:ENSP00000358866.3|intact:EBI-350432|uniprotkb:P21333	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:flna_human(display_short)|psi-mi:Filamin-A(display_long)|uniprotkb:FLNA(gene name)|uniprotkb:Non-muscle filamin(gene name synonym)|uniprotkb:Actin-binding protein 280(gene name synonym)|uniprotkb:Endothelial actin-binding protein(gene name synonym)|uniprotkb:Filamin-1(gene name synonym)|uniprotkb:Alpha-filamin(gene name synonym)|uniprotkb:FLN1(gene name synonym)|uniprotkb:FLN(gene name synonym)|HPIDb:Filamin-A(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Ghosh S. et al.(2011)	intact:EBI-6859086|pubmed:21914078|imex:IM-26090	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6869058|imex:IM-26090-29	intact-miscore:0.27
